CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
DLQUE2117M1,RIO SAN JUAN FRACCIONAMIENTO LA RUEDA,GOLFO NORTE,QUERETARO,SAN JUAN DEL RÍO,RÍO SAN JUAN 1,RIO SAN JUAN,LÓTICO A - Tipo 6,RIO,"-99,98687","20,42712",2012-2021,"122,5",Fuertemente contaminada,"405,5",Fuertemente contaminada,109,Aceptable,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,"6,1",Toxicidad alta,"16,7",Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
DLQUE2118,AUTOPISTA MEXICO-QUERETARO,GOLFO NORTE,QUERETARO,SAN JUAN DEL RÍO,RÍO SAN JUAN 1,RIO SAN JUAN,LÓTICO,RÍO,"-100,00266","20,37478",2012-2021,15,Aceptable,46,Contaminada,18,Excelente,430,Aceptable,230,Buena calidad,,,"75,8",Excelente,,,,,,,"1,3",Toxicidad baja,<1,No Toxico,,,,,,,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LOTICO
DLQUE2119,RIO SAN JUAN TALOQUIMIA,GOLFO NORTE,QUERETARO,SAN JUAN DEL RÍO,RÍO SAN JUAN 1,RIO SAN JUAN DEL RIO,LÓTICO A - Tipo 6,RÍO,"-99,98657","20,42444",2012-2021,22,Aceptable,69,Contaminada,"33,5",Buena calidad,1750,Contaminada,750,Aceptable,,,"49,1",Aceptable,,,,,,,"3,5",Toxicidad moderada,"2,0",Toxicidad moderada,,,,,,,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LOTICO
DLQUE2121,"KIMBERLY CLARK DE MEXICO, S.A.B. DE C.V. (AGUAS ARRIBA)",GOLFO NORTE,QUERETARO,SAN JUAN DEL RÍO,RÍO SAN JUAN 1,RIO SAN JUAN,LÓTICO,DESCARGA,"-99,99615","20,35242",2012-2021,15,Aceptable,46,Contaminada,"43,5",Buena calidad,330,Aceptable,230,Buena calidad,,,"91,06",Excelente,,,,,,,"2,5",Toxicidad moderada,"2,0",Toxicidad moderada,,,,,,,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LOTICO
DLQUE2122,"KIMBERLY CLARK DE MEXICO, S.A.B. DE C.V. (AGUAS ABAJO)",GOLFO NORTE,QUERETARO,SAN JUAN DEL RÍO,RÍO SAN JUAN 1,RIO SAN JUAN,LÓTICO,DESCARGA,"-99,99950","20,36466",2012-2021,20,Aceptable,97,Contaminada,"31,5",Buena calidad,930,Aceptable,430,Buena calidad,,,"93,3",Excelente,,,,,,,"51,0",Toxicidad alta,"30,9",Toxicidad alta,,,,,,,,,Rojo,"DQO,TOX_L,",SI,NO,SI,SI,SI,ND,SI,NO,LOTICO
DLQUE2123,SALIDA DE LA PRESA PASO DE TABLAS,GOLFO NORTE,QUERETARO,EZEQUIEL MONTES,RÍO SAN JUAN 1,PRESA PASO DE TABLAS,LÉNTICO,PRESA,"-99,84287","20,54635",2012-2021,25,Aceptable,103,Contaminada,65,Buena calidad,930,Aceptable,330,Buena calidad,,,,,"32,5",Aceptable,"13,7",Contaminada,15,Contaminada,,,,,<1,No Toxico,<1,No Toxico,"3,3",Toxicidad moderada,"3,2",Toxicidad moderada,Rojo,"DQO,OD%M,OD%F,",SI,NO,SI,SI,SI,ND,NO,SI,LENTICO
DLQUE2124,RQ9 AGUAS ABAJO DE LA PRESA CONSTITUCION DE 1857,GOLFO NORTE,QUERETARO,SAN JUAN DEL RÍO,RÍO GALINDO,PRESA CONSTITUCION DE 1857,LÉNTICO (HUMEDAL),RÍO,"-100,07982","20,41866",2012-2021,14,Aceptable,62,Contaminada,21,Excelente,"41,5",Excelente,"31,5",Excelente,,,68,Buena calidad,,,,,,,<1,No Toxico,"1,9",Toxicidad moderada,,,,,,,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LENTICO
DLQUE2124W1,RQ9 AGUAS ABAJO DE LA PRESA CONSTITUCION DE 1917,GOLFO NORTE,QUERETARO,SAN JUAN DEL RÍO,RÍO GALINDO,PRESA CONSTITUCION DE 1917,LÉNTICO (HUMEDAL),RÍO,"-100,07812","20,41332",2012-2021,14,Aceptable,51,Contaminada,13,Excelente,40,Excelente,40,Excelente,,,,,"73,2",Excelente,"57,05",Buena calidad,"42,1",Aceptable,,,,,<1,No Toxico,<1,No Toxico,"8,7",Toxicidad alta,"3,0",Toxicidad moderada,Rojo,"DQO,TOX_S,",SI,NO,SI,SI,SI,ND,SI,NO,LENTICO
DLQUE2125,ENTRADA PRESA CENTENARIO,GOLFO NORTE,QUERETARO,TEQUISQUIAPAN,RÍO SAN JUAN 1,RIO SAN JUAN,LÓTICO,RÍO,"-99,93558","20,48200",2012-2021,115,Contaminada,336,Fuertemente contaminada,32,Buena calidad,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,"2,8",Toxicidad moderada,"94,1",Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
DLQUE2127,PRESA EL CENTENARIO 3,GOLFO NORTE,QUERETARO,TEQUISQUIAPAN,RÍO SAN JUAN 1,PRESA EL CENTENARIO,LÉNTICO,PRESA,"-99,89896","20,50872",2012-2021,27,Aceptable,76,Contaminada,38,Buena calidad,460,Aceptable,210,Buena calidad,,,,,"86,7",Excelente,<10,Fuertemente contaminada,<10,Fuertemente contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,"4,1",Toxicidad moderada,Rojo,"DQO,OD%M,OD%F,",SI,NO,SI,SI,SI,ND,NO,SI,LENTICO
DLQUE2128,AGUAS ABAJO DE LA PRESA CENTENARIO,GOLFO NORTE,QUERETARO,TEQUISQUIAPAN,RÍO SAN JUAN 1,RIO SAN JUAN,LÓTICO A - Tipo 6,ARROYO,"-99,89644","20,51497",2012-2021,"22,5",Aceptable,"91,88",Contaminada,38,Buena calidad,930,Aceptable,430,Buena calidad,,,"80,25",Excelente,,,,,,,"1,0",Toxicidad baja,"6,9",Toxicidad alta,,,,,,,,,Rojo,"DQO,TOX_L,",SI,NO,SI,SI,SI,ND,SI,NO,LOTICO
DLQUE2129,RQ16 AGUAS ARRIBA DE LA PRESA PASO DE TABLAS,GOLFO NORTE,QUERETARO,TEQUISQUIAPAN,RÍO SAN JUAN 1,RIO SAN JUAN,LÓTICO A - Tipo 6,RÍO,"-99,87708","20,53877",2012-2021,19,Aceptable,101,Contaminada,33,Buena calidad,24000,Fuertemente contaminada,17500,Fuertemente contaminada,,,"10,3",Contaminada,,,,,,,"5,9",Toxicidad alta,"13,1",Toxicidad alta,,,,,,,,,Rojo,"DQO,CF,E_COLI,OD%L,TOX_L,",SI,NO,SI,NO,NO,ND,NO,NO,LOTICO
DLQUE2130W1,TEQUISQUIAPAN DESPUES DE LA PTAR-W1,GOLFO NORTE,QUERETARO,TEQUISQUIAPAN,Río San Juan 1,RIO SAN JUAN,LÓTICO,RÍO,"-99,87046","20,54037",2012-2021,"29,5",Aceptable,"96,44",Contaminada,40,Buena calidad,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,"6,9",Toxicidad alta,"7,6",Toxicidad alta,,,,,,,,,Rojo,"DQO,CF,E_COLI,OD%L,TOX_L,",SI,NO,SI,NO,NO,ND,NO,NO,LOTICO
DLQUE2131,ARROYO DEL REAL,GOLFO NORTE,QUERETARO,JALPAN DE SERRA,RÍO SANTA MARÍA 3,RIO JALPAN,LÓTICO,RÍO,"-99,46942","21,21326",2012-2021,"2,54",Excelente,"20,144",Aceptable,<10,Excelente,8866,Contaminada,"1398,5",Fuertemente contaminada,,,"107,35",Excelente,,,,,,,"1,4",Toxicidad moderada,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLQUE2131M1,RIO ESCANELA,GOLFO NORTE,QUERETARO,PINAL DE AMOLES,RÍO SANTA MARÍA 3,RIO ESCANELA,LÓTICO,RÍO,"-99,60457","21,19663",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,135,Buena calidad,31,Excelente,,,"98,05",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLQUE2133,"INFIERNILLO, ESTACION DE AFORO",GOLFO NORTE,QUERETARO,CADEREYTA DE MONTES,EMBALSE ZIMAPÁN,RIO MOCTEZUMA,LÓTICO,RÍO,"-99,52343","20,75580",2012-2021,5,Buena calidad,34,Aceptable,<10,Excelente,"31,5",Excelente,23,Excelente,,,"104,3",Excelente,,,,,,,<1,No Toxico,"7,0",Toxicidad alta,,,,,,,,,Rojo,"TOX_L,",SI,SI,SI,SI,SI,ND,SI,NO,LOTICO
DLQUE2134,PRESA ZIMAPAN 2,GOLFO NORTE,QUERETARO,CADEREYTA DE MONTES,EMBALSE ZIMAPÁN,PRESA ZIMAPAN,LÉNTICO,PRESA,"-99,56632","20,64148",2012-2021,"4,125",Buena calidad,"19,99",Buena calidad,<10,Excelente,487,Aceptable,<3,Excelente,,,,,"93,4",Excelente,"40,2",Aceptable,"34,3",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLQUE2135,PRESA LA ESTANZUELA 2,GOLFO NORTE,HIDALGO,MINERAL DEL CHICO,RÍO ACTOPAN,PRESA LA ESTANZUELA,LÉNTICO,PRESA,"-98,75572","20,16694",2012-2021,"2,555",Excelente,"26,46",Aceptable,<10,Excelente,63,Excelente,10,Excelente,,,,,"97,7",Excelente,86,Excelente,"85,6",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLQUE2136,BOMBAS DE LA PRESA INFIERNILLO,GOLFO NORTE,QUERETARO,CADEREYTA DE MONTES,EMBALSE ZIMAPÁN,PRESA INFIERNILLO,LÉNTICO,PRESA,"-99,50433","20,77281",2012-2021,7,Aceptable,31,Aceptable,13,Excelente,4,Excelente,<3,Excelente,,,,,118,Buena calidad,"99,8",Excelente,"87,9",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,"1,0",Toxicidad baja,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLQUE2138,PRESA JALPAN 6,GOLFO NORTE,QUERETARO,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,"-99,48436","21,18609",2012-2021,<2,Excelente,"10,63",Buena calidad,<10,Excelente,1165,Contaminada,<3,Excelente,,,,,"100,4",Excelente,"98,75",Excelente,"99,7",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
DLQUE2139,PRESA JALPAN 2,GOLFO NORTE,QUERETARO,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO,PRESA,"-99,47543","21,19486",2012-2021,"2,7",Excelente,<10,Excelente,"10,5",Excelente,183,Buena calidad,<3,Excelente,,,,,"115,5",Buena calidad,"96,6",Excelente,"75,2",Excelente,,,,,<1,No Toxico,<1,No Toxico,"1,6",Toxicidad moderada,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLQUE2140,PRESA JALPAN 7,GOLFO NORTE,QUERETARO,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,"-99,47539","21,19783",2012-2021,<2,Excelente,"12,528",Buena calidad,<10,Excelente,134,Buena calidad,<3,Excelente,,,,,"112,4",Buena calidad,"100,05",Excelente,"99,4",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,"3,8",Toxicidad moderada,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLQUE2141,PRESA JALPAN 1,GOLFO NORTE,QUERETARO,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,"-99,47599","21,19994",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,86,Excelente,<3,Excelente,,,,,"123,4",Aceptable,"109,8",Excelente,"81,1",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLQUE2142,PRESA JALPAN 3,GOLFO NORTE,QUERETARO,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,"-99,47482","21,20343",2012-2021,"2,09",Excelente,"13,57",Buena calidad,<10,Excelente,161,Buena calidad,<3,Excelente,,,,,"122,9",Aceptable,"79,1",Excelente,29,Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%F,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
DLQUE2143,PRESA JALPAN 4,GOLFO NORTE,QUERETARO,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,"-99,47252","21,20632",2012-2021,"3,13",Buena calidad,<10,Excelente,<10,Excelente,63,Excelente,<3,Excelente,,,,,"128,7",Aceptable,"97,5",Excelente,"34,8",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,"2,0",Toxicidad moderada,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLQUE2144,JALPAN,GOLFO NORTE,QUERETARO,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,"-99,47091","21,20601",2012-2021,<2,Excelente,"10,33",Buena calidad,<10,Excelente,92,Excelente,<3,Excelente,,,,,"128,25",Aceptable,"106,8",Excelente,"93,9",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLQUE2145,PRESA JALPAN 8,GOLFO NORTE,QUERETARO,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO (HUMEDAL),PRESA,"-99,47130","21,20477",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,41,Excelente,<3,Excelente,,,,,"130,5",Contaminada,"116,35",Buena calidad,"104,4",Excelente,,,,,<1,No Toxico,<1,No Toxico,"1,6",Toxicidad moderada,<1,No Toxico,Amarillo,"OD%S,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
DLQUE2146,PRESA JALPAN 5,GOLFO NORTE,QUERETARO,JALPAN DE SERRA,RÍO SANTA MARÍA 3,PRESA JALPAN,LÉNTICO,PRESA,"-99,47050","21,20119",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,249,Aceptable,<3,Excelente,,,,,"124,65",Aceptable,"105,7",Excelente,"87,7",Excelente,,,,,<1,No Toxico,<1,No Toxico,"1,8",Toxicidad moderada,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLQUE2147,RIO ESCANELA DESPUES DE LA PTAR,GOLFO NORTE,QUERETARO,PINAL DE AMOLES,RÍO SANTA MARÍA 3,RIO ESCANELA,LÓTICO,RÍO,"-99,53429","21,21234",2012-2021,<2,Excelente,"30,24",Aceptable,<10,Excelente,24196,Fuertemente contaminada,"15732,5",Fuertemente contaminada,,,"88,5",Excelente,,,,,,,"113,6",Toxicidad alta,"32,7",Toxicidad alta,,,,,,,,,Rojo,"CF,E_COLI,TOX_L,",SI,SI,SI,NO,NO,ND,SI,NO,LOTICO
DLQUE2148,RIO ESCANELA ANTES DE LA PTAR,GOLFO NORTE,QUERETARO,PINAL DE AMOLES,RÍO SANTA MARÍA 3,RIO ESCANELA,LÓTICO,RÍO,"-99,53603","21,21272",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,2987,Contaminada,1169,Fuertemente contaminada,,,"107,1",Excelente,,,,,,,"1,5",Toxicidad moderada,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLQUE2149,RIO AYUTLA,GOLFO NORTE,QUERETARO,ARROYO SECO,RÍO SANTA MARÍA 3,RIO AYUTLA,LÓTICO,RÍO,"-99,58041","21,39799",2012-2021,<2,Excelente,<10,Excelente,"11,25",Excelente,2755,Contaminada,74,Excelente,,,"102,6",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLQUE2150,RIO CONCA,GOLFO NORTE,QUERETARO,ARROYO SECO,RÍO SANTA MARÍA 3,RIO CONCA,LÓTICO,RÍO,"-99,64207","21,43668",2012-2021,<2,Excelente,<10,Excelente,"14,25",Excelente,"3474,5",Contaminada,75,Excelente,,,"100,9",Excelente,,,,,,,<1,No Toxico,"3,7",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLQUE2152,RIO QUERETARO ANTES DE LA CIUDAD,LERMA SANTIAGO PACIFICO,QUERETARO,EL MARQUÉS,RÍO QUERÉTARO,RIO QUERETARO,LÓTICO,RÍO,"-100,31508","20,62351",2012-2021,107,Contaminada,285,Fuertemente contaminada,105,Aceptable,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,"5,0",Toxicidad moderada,"18,1",Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
DLQUE2160,RQ7 AGUAS ABAJO DE LA PRESA SAN ILDEFONSO,GOLFO NORTE,QUERETARO,AMEALCO DE BONFIL,RÍO ÑADO,RIO SAN JUAN,LÓTICO A - Tipo 6 (HUMEDAL),RÍO,"-99,96020","20,19790",2012-2021,"11,5",Aceptable,52,Contaminada,17,Excelente,30,Excelente,23,Excelente,,,"92,9",Excelente,,,,,,,<1,No Toxico,"8,1",Toxicidad alta,,,,,,,,,Rojo,"DQO,TOX_L,",SI,NO,SI,SI,SI,ND,SI,NO,LOTICO
DLQUE5525,PRESA SANTA CATARINA,LERMA SANTIAGO PACIFICO,QUERETARO,QUERETARO,Río Querétaro,PRESA SANTA CATARINA,LÉNTICO,PRESA,"-100,45358","20,78652",2012-2021,28,Aceptable,74,Contaminada,34,Buena calidad,110,Buena calidad,70,Excelente,,,,,"107,9",Excelente,"25,95",Contaminada,,,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Rojo,"DQO,OD%M,",SI,NO,SI,SI,SI,ND,NO,SI,LENTICO
DLQUE5526,PRESA EL BATÁN,LERMA SANTIAGO PACIFICO,QUERETARO,CORREGIDORA,Río Querétaro,PRESA EL BATÁN,LÉNTICO,PRESA,"-100,41184","20,50432",2012-2021,13,Aceptable,59,Contaminada,<10,Excelente,23,Excelente,23,Excelente,,,,,"68,15",Buena calidad,"32,6",Aceptable,<10,Fuertemente contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,"4,1",Toxicidad moderada,Rojo,"DQO,OD%F,",SI,NO,SI,SI,SI,ND,NO,SI,LENTICO
DLQUI0001RNL21,BALNEARIO LA POZA,PENINSULA DE YUCATAN,QUINTANA ROO,OTHÓN. P. BLANCO,RÍO HONDO,RÍO HONDO,LÓTICO,RÍO,"-88,87333","17,89502",2012-2021,,,,,,,240,Aceptable,,,,,,,,,,,,,,,,,,,,,,,,,Verde,,ND,ND,ND,SI,ND,ND,ND,SI,LOTICO
DLQUI0002RNL21,BALNEARIO EL ESTANQUE,PENINSULA DE YUCATAN,QUINTANA ROO,OTHÓN. P. BLANCO,RÍO HONDO,RÍO HONDO,LÓTICO,RÍO,"-88,67807","18,19433",2012-2021,,,,,,,43,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,Verde,,ND,ND,ND,SI,ND,ND,ND,SI,LOTICO
DLQUI0003RNL21,BALNEARIO EL MANANTIAL,PENINSULA DE YUCATAN,QUINTANA ROO,OTHÓN. P. BLANCO,RÍO HONDO,RÍO HONDO,LÓTICO,RÍO,"-88,52966","18,41926",2012-2021,,,,,,,43,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,Verde,,ND,ND,ND,SI,ND,ND,ND,SI,LOTICO
DLQUI2161,LAGUNA DE NICHUPTE 6,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),LAGUNA DE NICHUPTE,COSTERO (HUMEDAL),LAGUNA,"-86,81345","21,14975",2012-2021,,,,,<10,Excelente,"153,5",Buena calidad,,,<3,Excelente,,,"112,45",Buena calidad,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2162,PLAYA LINDA,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,BAHIA,"-86,78773","21,14620",2012-2021,,,,,10,Excelente,20,Excelente,,,<3,Excelente,,,"105,4",Excelente,"102,335",Excelente,"102,335",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2164,MANGLARES DE NICHUPTE 4,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),CUERPO DE AGUA DEL HUMEDAL,COSTERO (HUMEDAL),MANGLAR,"-86,78948","21,13599",2012-2021,,,,,"11,75",Excelente,63,Excelente,,,<3,Excelente,,,"104,5",Excelente,"104,15",Excelente,"103,8",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2165,CANCUN 4,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,BAHIA,"-86,76857","21,14029",2012-2021,,,,,"13,55",Excelente,10,Excelente,,,<3,Excelente,,,101,Excelente,"101,35",Excelente,"95,05",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2166,CANCUN 3,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,BAHIA,"-86,75567","21,13795",2012-2021,,,,,"12,68335",Excelente,<3,Excelente,,,<3,Excelente,,,"97,4",Excelente,"96,55",Excelente,"95,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2167,CANCUN 1,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,BAHIA,"-86,74517","21,13781",2012-2021,,,,,"11,1333",Excelente,<3,Excelente,,,<3,Excelente,,,"99,3",Excelente,"100,2",Excelente,"97,8",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2168,LAGUNA DE NICHUPTE 4,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),LAGUNA DE NICHUPTE,COSTERO (HUMEDAL),LAGUNA,"-86,75637","21,12672",2012-2021,,,,,20,Excelente,52,Excelente,,,<3,Excelente,,,"117,8",Buena calidad,118,Buena calidad,"121,7",Aceptable,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2169,LAGUNA DE NICHUPTE 2,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),LAGUNA DE NICHUPTE,COSTERO (HUMEDAL),LAGUNA,"-86,78284","21,08136",2012-2021,,,,,<10,Excelente,41,Excelente,,,<3,Excelente,,,"98,25",Excelente,98,Excelente,"105,85",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2170,PLAYA DELFINES,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,BAHIA,"-86,77630","21,06417",2012-2021,,,,,"10,1333",Excelente,<3,Excelente,,,<3,Excelente,,,"100,8",Excelente,"100,7",Excelente,"98,4",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2171,LAGUNA DE NICHUPTE 1,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),LAGUNA DE NICHUPTE,COSTERO (HUMEDAL),LAGUNA,"-86,78436","21,04285",2012-2021,,,,,<10,Excelente,31,Excelente,,,<3,Excelente,,,101,Excelente,"102,2",Excelente,"84,765",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
DLQUI2172,DESEMBOCADURA SUR LAGUNA NICHUPTE 1,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),MAR CARIBE,COSTERO,OCÉANO-MAR,"-86,79497","21,03371",2012-2021,,,,,<10,Excelente,10,Excelente,,,<3,Excelente,,,"97,2",Excelente,"92,45",Excelente,"94,8",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
